"","X","user_id","name","review_count","yelping_since","yelping_since_year","useful","funny","cool","elite","first_elite","nyears_elite","number_friends","fans","average_stars","compliment_hot","compliment_cool","compliment_more","compliment_cute","compliment_profile","compliment_list","compliment_note","compliment_plain","compliment_funny","compliment_writer","compliment_photos","ntips","tips_length_med","negtips","postips","firsttip","secondtip","lasttip","compliment_count_tips","avg_rest_stars","range_long","range_lat","ntips2005","ntips2006","ntips2007","ntips2008","ntips2009","ntips2010","ntips2011","ntips2012","ntips2013","ntips2014","ntips2015","ntips2016","ntips2017","ntips2018","nreviews","review_length_med","negreviews","posreviews","stars1","stars2","stars3","stars4","stars5","firstrev","secondrev","lastrev","avg_rest_stars_rev","range_long_rev","range_lat_rev","nreviews2005","nreviews2006","nreviews2007","nreviews2008","nreviews2009","nreviews2010","nreviews2011","nreviews2012","nreviews2013","nreviews2014","nreviews2015","nreviews2016","nreviews2017","nreviews2018"
"1314",23170,"LhXBglEPLK_LrAqdcjywQw","Matt",10,"2010-11-30",2010,6,0,4,0,NA,0,37,0,4.2,0,0,0,0,0,0,1,0,0,0,0,3,32,0,3,"2010-11-30","2010-11-30","2010-12-05",0,3.5,0.0351401912,0.039229725200002,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,135,0,1,0,0,0,0,1,"2010-11-30",NA,"2010-11-30",3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1310",16341,"cpQjpV8uTZWBwqWbFuv2xg","David",60,"2010-12-27",2010,73,18,16,0,NA,0,51,1,3.55,0,1,0,0,0,0,1,3,1,0,0,17,49,2,15,"2011-03-13","2011-03-13","2016-02-07",1,3.5,0.499687499999993,0.363655885199996,0,0,0,0,0,0,3,1,5,2,5,1,0,0,5,135,1,4,1,0,0,1,3,"2013-06-05","2015-05-03","2016-05-29",4,0.490209923399988,0.252469900000001,0,0,0,0,0,0,0,0,1,0,3,1,0,0
"155",25112,"3-n7uwauC4Trrenx8O1iUg","Hong",3,"2010-08-07",2010,1,0,0,0,NA,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,2,38.5,0,2,"2018-08-06","2018-08-06","2018-08-06",0,4.25,0.00839113559999305,0.0105649603999964,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,78,0,1,0,0,0,0,1,"2018-08-06",NA,"2018-08-06",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"986",8763,"MJhVovopH60ccfM4Xustng","Jeff",16,"2010-02-04",2010,1,0,1,0,NA,0,6,0,4,0,1,0,0,0,0,0,0,1,0,0,20,26,2,17,"2010-08-17","2010-09-11","2011-11-13",0,3.625,0.142594000000003,0.141668099999997,0,0,0,0,0,9,11,0,0,0,0,0,0,0,1,125,0,1,0,0,0,1,0,"2011-07-31",NA,"2011-07-31",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"906",4189,"T5L6CR3HiXIzEX3KQNAovw","Shirley",123,"2010-11-25",2010,206,62,85,1,2012,4,453,13,4.02,9,11,0,2,1,1,8,4,11,5,4,3,99,1,2,"2012-12-16","2013-06-21","2013-06-24",0,3.66666666666667,0.0213437999999968,0.0385832999999991,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,451,1,2,0,1,0,1,1,"2011-12-14","2011-12-14","2014-08-13",3.33333333333333,0.0274369999999919,0.0109090000000052,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"871",15815,"Fsl2PiYgazF_9DaBpCrYdg","Alex",67,"2009-01-28",2009,125,41,70,1,2016,2,104,14,4.39,4,9,2,0,0,0,4,5,9,3,2,11,66,2,9,"2016-03-20","2016-03-20","2017-07-25",0,4,0.278729765099996,0.252727841799995,0,0,0,0,0,0,0,0,0,0,0,9,2,0,5,582,0,5,0,0,1,1,3,"2009-04-11","2016-03-14","2017-09-29",4,0.154699700000009,0.305089800000005,0,0,0,0,1,0,0,0,0,0,0,3,1,0
"298",12167,"3HZKZ5EEkkPmc7baT6zcbw","Sal",551,"2009-11-08",2009,3540,2540,2983,1,2011,8,1509,100,3.92,255,393,24,21,24,12,271,365,393,84,29,7,8,2,4,"2012-09-05","2012-09-05","2013-09-19",0,3.64285714285714,35.2106294,4.3857698,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,681.5,0,2,0,0,0,1,1,"2011-03-02","2012-09-08","2012-09-08",3.5,35.1700437,4.3227389,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"758",11918,"i8fDBm0NZn6usH4wsf7D7A","Paulie",5,"2010-03-25",2010,7,2,0,0,NA,0,1,0,3.2,0,0,1,0,0,0,0,0,0,0,0,2,37.5,0,2,"2014-08-08","2016-08-11","2016-08-11",0,3.5,0.0129356060999868,0.0102544884000011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,164,1,0,0,0,1,0,0,"2016-12-21",NA,"2016-12-21",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"820",19174,"Me_zix_OcfBuoR9wePRBvQ","Janet",25,"2010-12-28",2010,36,2,8,0,NA,0,3,1,2.52,0,0,0,0,0,0,1,0,0,0,0,19,78,3,16,"2014-06-22","2014-07-18","2017-04-20",0,3.47368421052632,0.448398000000012,0.370463999999998,0,0,0,0,0,0,0,0,0,4,14,0,1,0,2,448.5,1,1,0,1,0,0,1,"2015-02-26","2016-03-27","2016-03-27",3.5,0.162744176900006,0.276553831900003,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1786",9089,"To4ATBBNlnC5gzj0dwXfuA","Vince",42,"2010-12-28",2010,52,8,5,0,NA,0,14,1,4.73,0,0,0,0,0,0,3,4,0,0,0,3,188,0,3,"2013-08-03","2013-09-09","2016-11-19",0,4.16666666666667,0.163638899999995,0.168831062400002,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7,446,0,7,1,0,1,1,4,"2011-01-09","2013-09-09","2017-08-30",3.85714285714286,0.335761199999993,0.215260700000002,0,0,0,0,0,0,1,0,3,1,0,0,2,0
"406.1",26552,"QEz6osxBbJZNXPA36LVLEA","Jolene",387,"2009-03-15",2009,324,117,144,1,2010,9,85,11,3.53,7,17,1,0,0,0,12,23,17,3,0,2,188.5,0,2,"2018-02-21","2018-02-21","2018-02-21",0,4,0.00403800000000842,0.0221370000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,314,0,1,0,0,1,0,0,"2015-04-23",NA,"2015-04-23",2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1547",9212,"mstI1HJFDCYwI71p0QDKRA","Scorpio",20,"2009-06-14",2009,28,16,8,0,NA,0,3,0,3.9,0,0,0,0,0,0,1,0,0,0,0,4,22.5,0,4,"2010-01-30","2010-01-31","2012-07-04",0,3.75,0.177926499999998,0.196064999999997,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,148,0,1,0,0,0,1,0,"2012-06-05",NA,"2012-06-05",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1316",2538,"fkawweeCwxO7cWq8EgEkFw","Dan",1042,"2009-04-12",2009,1256,306,691,1,2011,8,319,45,3.94,13,39,9,0,2,5,35,64,39,18,16,29,48,1,28,"2011-07-17","2011-10-20","2018-04-25",0,3.82758620689655,34.3834228662,6.3256952568,0,0,0,0,0,0,3,4,17,2,0,0,0,3,4,466,0,4,0,0,1,3,0,"2013-11-17","2014-03-19","2014-12-21",3.875,34.3160319,2.7257381751,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"1554",3722,"zn2jJvhshrv0jAP3Kiy_HA","rickilane",58,"2009-03-03",2009,103,37,56,1,2010,1,143,6,3.93,9,31,1,2,0,0,11,37,31,4,1,2,49,0,2,"2010-06-06","2010-08-21","2010-08-21",0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,278,0,6,0,0,0,4,2,"2009-08-11","2009-10-23","2010-06-01",3.58333333333333,0.1662218309,0.1160253213,0,0,0,0,2,4,0,0,0,0,0,0,0,0
"1923",19830,"RFltcRyHVkyjmAQVbeRIVg","Rick",1,"2009-08-26",2009,3,0,1,0,NA,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,"2010-06-19",NA,"2010-06-19",0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,127,0,1,0,0,0,0,1,"2017-11-04",NA,"2017-11-04",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1201",24293,"_XYkuWDBGDIMllg8upIedw","Heather",104,"2008-09-29",2008,269,181,107,1,2011,2,18,4,3.63,4,5,2,0,0,0,2,3,5,0,0,1,22,1,0,"2012-06-13",NA,"2012-06-13",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,659,1,0,0,0,1,0,0,"2013-01-07",NA,"2013-01-07",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"594",10944,"bptTMw_CMIuxA2nl33bzgg","Joseph",12,"2010-09-25",2010,1,0,0,0,NA,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,2,27,0,2,"2015-09-08","2016-02-04","2016-02-04",0,3.25,0.139678164000003,0.0457334832000029,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,529,0,2,0,1,1,0,0,"2015-09-10","2016-05-09","2016-05-09",3.75,32.3801479552,10.2957553529,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1702",15990,"awW5gwmCF-ICNe0WO7Z0sQ","David",9,"2010-09-06",2010,4,0,1,0,NA,0,53,0,4.2,0,0,0,0,0,0,1,0,0,0,0,4,22,0,4,"2011-01-16","2011-02-21","2011-11-20",0,4.125,0.232532863800003,0.214105827499999,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,65,0,1,0,0,0,0,1,"2011-08-08",NA,"2011-08-08",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1051",16483,"0AnezUtzwmaeAYSMvDdLmg","Steven",80,"2009-12-26",2009,126,31,52,1,2018,1,100,1,3.81,0,2,0,0,0,0,6,2,2,5,0,2,77,0,2,"2011-04-19","2018-04-13","2018-04-13",0,3.5,0.105429400000006,0.0707413000000017,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,942.5,0,6,0,1,2,1,2,"2011-04-16","2011-04-18","2017-08-12",3.83333333333333,36.2394058,7.7892572429,0,0,0,0,0,0,4,0,0,1,0,0,1,0
"1879",7822,"670k6Gr6V4VqLIKtVEmDuQ","Sharon",141,"2010-02-23",2010,186,27,82,1,2011,1,65,5,3.74,10,7,1,1,2,0,8,2,7,4,0,4,27.5,1,3,"2010-07-19","2011-03-10","2011-07-31",0,4.25,0.111170900000005,0.130946200000004,0,0,0,0,0,1,3,0,0,0,0,0,0,0,18,371,2,16,2,3,5,2,6,"2010-02-23","2010-03-01","2015-05-17",3.75,0.386471899999989,0.276177905499999,0,0,0,0,0,13,2,1,0,1,1,0,0,0
"1632",2740,"G5reVMkdwUc-souSaLdm_Q","Katie",43,"2010-05-09",2010,42,13,16,0,NA,0,64,3,4.07,1,4,0,0,0,0,2,1,4,0,3,7,64,0,7,"2010-06-20","2010-07-26","2013-04-10",0,3.92857142857143,0.528082800000007,0.169581900000004,0,0,0,0,0,2,3,1,1,0,0,0,0,0,4,184.5,0,4,0,0,0,2,2,"2010-08-26","2011-01-24","2011-11-05",3.875,0.129592835800011,0.0402459999999962,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"1776",19872,"YTUeQfAXHGwNnwoVZ6PE_g","Michelle",16,"2009-08-04",2009,21,2,4,0,NA,0,1,0,3.63,0,0,0,0,0,0,1,0,0,0,0,1,69,0,1,"2015-01-10",NA,"2015-01-10",0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,175.5,0,2,0,0,1,0,1,"2014-09-05","2015-05-04","2015-05-04",4.75,3.36361083839999,2.4048948347,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"877",25413,"hqGL396oCS5zmeL6H3hqGw","Allan",17,"2010-05-01",2010,13,3,3,0,NA,0,27,0,3.59,0,0,0,0,0,0,1,0,0,0,0,1,68,1,0,"2016-08-27",NA,"2016-08-27",0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,85,1,0,0,1,0,0,0,"2016-08-27",NA,"2016-08-27",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1940",13104,"XCicWuD8YWsg6c6MmPcQow","B",101,"2010-01-17",2010,72,44,14,0,NA,0,197,1,3.92,0,2,2,0,0,0,0,1,2,0,1,5,21,1,4,"2011-01-09","2012-06-27","2018-06-02",0,3.6,41.6083115253,12.050721,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,260,0,2,0,0,0,1,1,"2013-05-12","2018-06-02","2018-06-02",4.75,38.5269010691,12.1038513093,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"721",804,"URWpOVK9fAmpQvntMa9LOQ","Christina",553,"2010-07-02",2010,963,359,421,1,2013,6,372,59,3.62,71,114,8,4,6,1,46,130,114,24,34,3,27,0,3,"2013-09-12","2016-06-26","2016-09-03",0,3.33333333333333,30.8720994413,1.8275073963,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,719.5,0,8,0,1,2,5,0,"2010-07-20","2010-07-20","2018-08-15",3.5,34.391374297,0.884810316599996,0,0,0,0,0,2,1,0,0,0,0,1,1,3
"1743",19641,"hZUvDe0tMJX69K94iP9XDA","Lauren",11,"2010-12-16",2010,9,0,2,0,NA,0,1,0,4.53,0,0,0,0,0,0,0,0,0,0,0,1,49,0,1,"2016-02-06",NA,"2016-02-06",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,125,0,1,0,0,0,0,1,"2016-02-06",NA,"2016-02-06",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1848",2450,"9LgnOncogsW2g3Ko0M8DhA","Ashley",559,"2010-10-29",2010,3923,2526,2904,1,2011,8,654,130,3.88,259,948,20,20,20,39,292,1036,948,270,69,4,66.5,1,3,"2015-06-30","2015-06-30","2015-07-01",0,3,0.00139138629999991,0.0176205938999985,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,887,0,2,0,1,0,1,0,"2015-07-04","2015-07-04","2015-07-04",2,0.0185543654000071,0.0163711812999949,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1064",23678,"bmY787mvGwaIsln1PJzFCA","nicole",14,"2009-06-17",2009,18,1,3,0,NA,0,34,1,4.73,0,0,0,0,0,0,1,0,0,0,0,1,70,0,1,"2015-10-19",NA,"2015-10-19",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1123,0,1,1,0,0,0,0,"2011-03-23",NA,"2011-03-23",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1682",8187,"B7_ARdKo_GT-gjCSRGErXA","Bill",138,"2009-07-10",2009,423,127,136,1,2011,5,37,7,3.03,10,11,11,0,1,1,18,13,11,16,0,2,9.5,0,2,"2010-02-11","2011-02-12","2011-02-12",0,3.5,0.00605949999999211,0.0269648999999959,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,511,1,14,1,2,3,8,1,"2010-08-29","2010-08-30","2015-07-14",3.43333333333333,0.231133800000009,0.334922171400002,0,0,0,0,0,4,5,1,3,1,1,0,0,0
"27",2613,"I-4iwDrb5NWIP5kvdhRehA","Steven",25,"2010-07-04",2010,48,11,4,0,NA,0,96,1,4.19,1,0,0,0,0,0,0,0,0,0,0,44,12.5,5,39,"2011-06-18","2011-06-21","2016-02-08",0,3.63636363636364,3.25125153880001,2.671871,0,0,0,0,0,0,15,25,0,0,3,1,0,0,3,172,0,3,1,0,0,1,1,"2010-07-08","2011-05-12","2012-05-21",4,0.174104799999995,0.155535800000003,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2004",8007,"_Di-fXAFKwioKTd3CqHH8Q","Allison",87,"2010-11-28",2010,129,34,32,0,NA,0,64,2,3.6,0,0,1,0,0,0,2,3,0,0,0,41,32,5,36,"2011-09-28","2011-09-29","2014-07-26",0,3.53658536585366,0.727044599999999,0.359839999999998,0,0,0,0,0,0,10,20,5,6,0,0,0,0,11,407,0,11,0,2,6,1,2,"2011-10-02","2012-03-25","2014-05-07",3.5,0.41026641789999,0.190694644099999,0,0,0,0,0,0,1,3,6,1,0,0,0,0
"1312",19845,"uO2jx7Cwv7JHuBnXh02jVA","Pepe",24,"2008-11-06",2008,37,13,8,0,NA,0,1,0,2.92,0,1,1,0,0,0,2,1,1,0,0,1,16,0,1,"2011-11-20",NA,"2011-11-20",0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,137,1,2,1,0,1,1,0,"2010-06-04","2012-01-14","2012-01-30",3.66666666666667,0.0741086000000024,0.0233989999999977,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"1646",16025,"VtlwoV1Vn6Ajt55Ft5HKsw","Christopher",15,"2010-01-30",2010,5,4,4,0,NA,0,123,0,3.73,0,0,0,0,0,0,0,0,0,0,0,4,25.5,2,2,"2014-04-20","2015-01-11","2018-06-28",0,3.875,0.0784592434999922,0.178585472499996,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,116,0,3,0,0,1,0,2,"2014-03-09","2015-01-11","2015-01-11",3.83333333333333,0.0682067999999987,0.0294960129999993,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"888",10740,"QH1IVaMoyrcUn3W_wr6U-g","Andy",9,"2010-12-31",2010,20,3,2,0,NA,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,3,41,0,3,"2013-06-28","2013-06-29","2013-08-22",0,3.33333333333333,0.0139292000000069,0.0159139999999951,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,509,0,1,0,1,0,0,0,"2018-07-18",NA,"2018-07-18",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1393",8385,"IZpNMuBHUj--ymOho29maw","Carlo",262,"2009-11-29",2009,299,141,73,1,2016,2,23,8,3.25,6,11,1,0,1,1,10,7,11,5,6,1,78,1,0,"2013-02-28",NA,"2013-02-28",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,313,0,2,0,0,0,2,0,"2010-01-18","2014-07-25","2014-07-25",4,35.761521,7.5496339,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1669",10951,"_EktewIoFRZzEbveFu8srQ","Heather",20,"2010-08-22",2010,10,4,6,0,NA,0,1,0,4.32,0,0,0,0,0,0,0,0,0,0,0,1,24,0,1,"2018-07-18",NA,"2018-07-18",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,293,0,1,0,0,0,0,1,"2015-09-12",NA,"2015-09-12",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"239.1",24068,"lZ2qzNrP3m5L3Vbdb6DVdg","Dilly",184,"2009-02-11",2009,337,62,53,1,2010,2,30,10,3.29,1,9,2,0,0,0,9,5,9,1,1,3,35,1,2,"2013-05-30","2014-04-27","2017-05-28",0,3.83333333333333,0.030929306200008,0.0686145558999982,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,417.5,1,1,1,0,0,0,1,"2010-10-16","2016-04-11","2016-04-11",3.75,0.00754046640000183,0.0108883305999967,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1045",4178,"Ub1yRcFAPsAegYac7pViBg","Chris",84,"2008-04-21",2008,135,33,24,0,NA,0,34,3,3.51,11,8,4,0,0,0,3,2,8,4,0,2,26.5,0,2,"2014-01-06","2015-04-04","2015-04-04",0,4.25,0.000824730900006898,0.000208864900002936,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,234,0,2,0,0,0,1,1,"2014-01-17","2014-01-17","2014-01-17",4.25,0.00740344449999952,0.00325833009999599,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1847",1327,"OoDMQ4YIjQehunbKBEux4Q","Joe",56,"2009-01-05",2009,121,21,45,0,NA,0,169,7,4.34,4,4,1,0,2,0,0,0,4,3,0,2,15,0,2,"2010-01-18","2011-07-12","2011-07-12",0,4,0.0139396000000005,0.209889699999998,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,695,0,13,0,0,1,4,8,"2009-01-26","2009-01-30","2009-06-02",3.69230769230769,0.293227000000002,0.398082700000003,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"1700",23072,"27qPEEth8SA-ijJYpFbL5A","Karol",11,"2010-12-08",2010,29,2,1,0,NA,0,175,2,4.18,2,0,0,0,0,0,0,2,0,0,0,10,30.5,1,9,"2010-12-20","2011-02-04","2012-06-11",0,3.25,0.374529999999993,0.288541700000003,0,0,0,0,0,1,2,7,0,0,0,0,0,0,1,167,0,1,0,0,0,0,1,"2016-03-23",NA,"2016-03-23",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"273",25708,"-ld8-6I4iUkiPBDvxn7VLw","WinnieThePooh",24,"2010-03-28",2010,11,4,8,0,NA,0,1,0,4.36,0,1,0,0,0,0,0,0,1,0,0,1,40,0,1,"2018-01-05",NA,"2018-01-05",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123,0,1,0,0,0,1,0,"2017-06-18",NA,"2017-06-18",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"464",13736,"SEzwdRFv4267jo8WAT64yA","YaoYao",207,"2009-03-18",2009,444,367,343,1,2011,3,239,22,4.02,15,29,7,1,4,3,10,20,29,8,2,3,22,0,3,"2011-10-08","2011-10-08","2012-06-30",0,4,0.0187730992000041,0.152960099999994,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,419,0,1,0,0,0,1,0,"2013-05-20",NA,"2013-05-20",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"345",16674,"S9tMEN-HOW7xfX8CXUcB3w","Matt",144,"2007-12-05",2007,197,85,79,1,2010,1,223,19,3.89,2,14,2,0,0,0,6,10,14,9,0,15,49,0,15,"2011-12-03","2012-03-31","2014-07-07",0,3.83333333333333,38.4988371216,12.140151,0,0,0,0,0,0,1,13,0,1,0,0,0,0,4,789.5,0,4,0,0,1,0,3,"2011-12-04","2012-11-18","2013-12-24",3.875,38.5141848,12.08204,0,0,0,0,0,0,1,2,1,0,0,0,0,0
"424",14415,"XoZbJ6GcsBi4DVfXgTr2Vw","Steve",90,"2010-09-15",2010,104,30,20,0,NA,0,91,2,3.77,4,3,0,0,0,0,3,1,3,0,0,6,66.5,2,4,"2016-09-15","2017-02-09","2017-09-30",0,2.91666666666667,0.185072599999998,0.0964450000000028,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,261,0,2,1,1,0,0,0,"2017-07-02","2017-07-13","2017-07-13",2.75,0.0503527150000025,0.0615958858000027,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1372",7715,"Bkn3t-0B8j4Ny9_o482hoQ","Rachel",30,"2010-09-19",2010,134,88,32,0,NA,0,207,2,3.45,1,0,1,0,0,0,0,6,0,0,1,1,59,0,1,"2016-02-04",NA,"2016-02-04",0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1146,0,2,0,0,1,0,1,"2012-04-09","2015-07-04","2015-07-04",4.5,0.0351778451000087,0.00398994300000055,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1876",25436,"_7Ei4ueDvPwfJvaeKLzEkg","Dylan",2,"2007-03-30",2007,1,0,1,0,NA,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,54,0,1,"2014-11-12",NA,"2014-11-12",0,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,129,0,1,0,0,0,0,1,"2014-11-12",NA,"2014-11-12",4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1815",1997,"77lef7kKkoOVupY-7AmieQ","JOanne",423,"2009-10-28",2009,1114,481,565,1,2010,9,361,43,3.75,30,47,7,3,3,0,35,45,47,29,13,94,31,14,79,"2010-09-07","2010-09-10","2016-08-19",2,3.64893617021277,0.199513699999997,0.2162706899,0,0,0,0,0,18,19,12,12,17,10,6,0,0,40,908.5,0,40,4,4,4,17,11,"2010-02-23","2010-04-28","2018-05-10",3.5125,0.184781417299988,0.129209652299998,0,0,0,0,0,12,5,6,10,3,2,1,0,1
"773",14011,"P8QqKofj_9Rz9qupyVSToQ","Bethany",20,"2010-10-29",2010,24,12,15,0,NA,0,10,4,4.36,0,1,0,0,0,0,0,3,1,1,1,2,97,0,2,"2013-09-06","2013-09-24","2013-09-24",0,3.75,0.134625899999989,0.00580649999999849,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,159,0,1,0,0,0,0,1,"2013-09-24",NA,"2013-09-24",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"325",22988,"lsGTdhkYmI1l78A9lo8Fzg","Amanda",3,"2010-10-03",2010,5,3,2,0,NA,0,37,0,3.75,0,0,0,0,0,0,0,1,0,0,0,14,41,4,10,"2013-01-15","2013-03-30","2013-03-30",0,3.39285714285714,0.0762742999999944,0.0877679218000011,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,68,0,1,0,0,0,1,0,"2013-02-12",NA,"2013-02-12",3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1810",3879,"odWhNodAZpJLzPdqCXdgdg","Raquel",118,"2010-02-05",2010,198,40,49,1,2014,4,349,9,3.98,2,3,4,0,0,0,4,4,3,2,2,12,38,0,12,"2013-06-21","2013-11-19","2017-12-12",0,4.125,0.129660400000006,0.163569705100002,0,0,0,0,0,0,0,0,2,8,0,0,2,0,17,481,0,17,0,2,0,5,10,"2012-01-09","2012-03-27","2018-01-31",3.76470588235294,0.0756832466999953,0.1646669,0,0,0,0,0,0,0,2,2,2,7,3,0,1
"312",15110,"Cg2dYxOEnEezhkq-h5w5JA","Sally",37,"2010-08-18",2010,32,6,26,0,NA,0,97,4,3.8,2,0,1,1,0,0,0,1,0,1,1,4,12.5,0,4,"2010-09-07","2010-09-07","2010-09-08",0,3.125,0.0605874999999969,0.0457733316999978,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,130,0,1,0,0,0,0,1,"2010-11-01",NA,"2010-11-01",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"872",6227,"bwLLdAE6m36m7cqxmAIeuA","David",19,"2010-01-24",2010,37,3,13,0,NA,0,16,0,3.86,0,0,0,0,0,0,1,1,0,0,0,1,51,0,1,"2016-04-17",NA,"2016-04-17",0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1085,0,2,1,1,0,0,0,"2016-03-21","2017-05-16","2017-05-16",3.75,0.0200816859000099,0.0580073007999999,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"836",24170,"FlWVOSfv9k7FKPo4j_C1dw","chris",28,"2009-01-07",2009,31,7,11,0,NA,0,15,1,4.07,1,3,0,0,0,0,1,1,3,3,0,1,32,0,1,"2010-10-12",NA,"2010-10-12",0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1011.5,0,4,0,0,0,2,2,"2009-06-08","2009-11-13","2010-05-28",3.875,0.0490804389000061,0.0945089464999995,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"1954.1",16458,"oGBR461l8FR30W9MIXLuxw","Dede",12,"2010-09-12",2010,61,6,3,0,NA,0,17,0,4.08,1,2,1,0,0,0,3,2,2,0,0,2,19,0,2,"2010-09-19","2010-11-17","2010-11-17",0,3.75,0.0326088363999872,0.0286419779000013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,132,0,2,0,0,0,0,2,"2010-09-13","2010-09-15","2010-09-15",3.25,0.265755900000002,0.074148000000001,0,0,0,0,0,2,0,0,0,0,0,0,0,0
